,Arfgef1,Myo1b,Gm973,Cyp20a1,Cxcr1,Zp3r,Cacna1s,Atf6,Fmn2,Clic3,Pkn3,Lrrc55,Olfr1225,Lgr4,Mertk,Spinlw1,4930443G12Rik,Usp24,Akap9,Scarb1,Clcn1,Kbtbd2,Alms1,Tprkb,Zfp9,Fkbp4,Clec12a,Tmtc1,Crxos1,Herc2,Ttll13,St5,Acsm1,Acadsb,Muc5b,Efha2,Ntpcr,Dpy19l2,Ncapd3,Mpzl2,Mmp11,Ap3d1,Ric8b,Utp20,Ptprq,Osbp2,Abca13,Adamts2,Hic1,Plekhm1,Itgb1bp1,Fancm,Ppp1r36,Vmn1r200,Cntnap3,Naip1,Psme1,Dpysl2,2410089E03Rik,Zdhhc8,Dvl3,Prss41,Col11a2,Spink10,Olfr1475
St5,1,1,1,1,1,0.554271383173984,0.554271383173984,0.554271383173984,0.554271383173984,1,1,0.533971008274681,0.533971008274681,0.767969788126447,0.767969788126447,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.767969788126447,1,0.533971008274681,0.521742289618859,0.521742289618859,1,1,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901659559080939,1,1,1,0.533971008274681,1,1,1,1,1,0.521742289618859
Acsm1,1,1,1,1,1,0.554271383173984,0.554271383173984,0.554271383173984,0.554271383173984,1,1,0.533971008274681,0.533971008274681,0.767969788126447,0.767969788126447,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.767969788126447,0.533971008274681,1,0.521742289618859,0.521742289618859,1,1,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901659559080939,1,1,1,0.533971008274681,1,1,1,1,1,0.521742289618859
Acadsb,1,1,1,1,1,0.554271383173984,0.554271383173984,0.554271383173984,0.554271383173984,1,1,0.521742289618859,0.521742289618859,0.780878186536825,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.780878186536825,0.521742289618859,0.521742289618859,1,0.521742289618859,1,1,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.521742289618859,1,1,1,1,1,0.521742289618859
Muc5b,1,1,1,1,1,0.554271383173984,0.554271383173984,0.554271383173984,0.554271383173984,1,1,0.521742289618859,0.521742289618859,0.780878186536825,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.780878186536825,0.521742289618859,0.521742289618859,0.521742289618859,1,1,1,0.780878186536825,0.780878186536825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.521742289618859,1,1,1,1,1,0.521742289618859
Efha2,1,1,1,1,1,1,1,0.309888276667159,0.309888276667159,1,1,1,1,0.944927479445712,0.944927479445712,1,1,1,1,1,1,1,1,1,1,1,1,0.105869615724328,0.105869615724328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.355072735095997,0.105869615724328,0.105869615724328,0.852182455182502,0.944927479445712,1,1,1,1,1,0.853391639914291,1,1,1,1
Ntpcr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dpy19l2,1,1,1,1,1,0.877745147618195,0.877745147618195,0.877745147618195,0.877745147618195,1,0.877745147618195,0.780878186536825,0.780878186536825,0.40851855749205,0.40851855749205,0.170681208413552,1,1,0.319605360657658,0.0224395548808976,3.88055821262929e-10,3.88055821262929e-10,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0173798999446553,1,1,0.780878186536825,0.780878186536825,0.780878186536825,0.780878186536825,0.780878186536825,1,1,1,0.457132016523225,0.197183343680017,1,1,1,1,1,1,1,1,0.364134100644844,1,1,0.319605360657658,0.319605360657658,1,1,1,0.877745147618195,0.877745147618195,0.780878186536825,1,1,1,1,1,0.409618468490733
Ncapd3,1,1,1,1,1,0.877745147618195,0.877745147618195,0.877745147618195,0.877745147618195,1,0.877745147618195,0.780878186536825,0.780878186536825,0.40851855749205,0.40851855749205,0.170681208413552,1,1,0.319605360657658,0.0224395548808976,3.88055821262929e-10,3.88055821262929e-10,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0173798999446553,1,1,0.780878186536825,0.780878186536825,0.780878186536825,0.780878186536825,0.780878186536825,1,1,0.457132016523225,1,0.197183343680017,1,1,1,1,1,1,1,1,0.364134100644844,1,1,0.319605360657658,0.319605360657658,1,1,1,0.877745147618195,0.877745147618195,0.780878186536825,1,1,1,1,1,0.409618468490733
Mpzl2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364134100644844,0.364134100644844,0.117774365132854,1,1,0.319605360657658,0.0224395548808976,3.88055821262929e-10,3.88055821262929e-10,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0224395548808976,0.0173798999446553,1,1,1,1,1,1,1,1,1,0.197183343680017,0.197183343680017,1,1,1,1,1,1,1,1,1,0.364134100644844,1,1,0.319605360657658,0.319605360657658,1,1,1,1,1,1,1,1,1,1,1,0.364134100644844
Mmp11,1,1,1,1,1,0.617126165728085,0.617126165728085,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1
Ap3d1,1,1,1,1,1,0.617126165728085,0.617126165728085,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617126165728085,1,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1
Ric8b,1,1,1,1,1,0.617126165728085,0.617126165728085,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617126165728085,0.617126165728085,1,0.617126165728085,1,1,1,1,1,1,1,1,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1
Utp20,1,1,1,1,1,0.617126165728085,0.617126165728085,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,1,1,1,0.617126165728085,1,1,1,1,1,1,1,1,1,1,1,1
Ptprq,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Osbp2,1,1,1,1,1,1,1,1,1,0.856054261061484,0.840896240467838,1,1,1,1,1,1,1,0.901677737470639,1,1,1,1,1,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811776708036974,0.811776708036974,1,1,1,1,1,0.840896240467838,1,1,0.901677737470639,0.901677737470639,0.901677737470639,0.90071295913283,1,0.962943865813058,0.962943865813058,1,1
Abca13,1,1,1,1,1,1,1,1,1,0.840896240467838,0.840896240467838,1,1,1,1,1,1,1,0.901677737470639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811776708036974,1,0.811776708036974,1,1,1,1,1,0.840896240467838,1,1,0.901677737470639,0.901677737470639,0.901677737470639,0.901677737470639,1,1,1,1,1
Adamts2,1,1,1,1,1,1,1,1,1,0.840896240467838,0.840896240467838,1,1,1,1,1,1,1,0.90071295913283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811776708036974,0.811776708036974,1,1,1,1,1,1,0.856054261061484,1,1,0.901677737470639,0.901677737470639,0.90071295913283,0.901677737470639,1,1,1,1,1
Hic1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364134100644844,0.364134100644844,0.364134100644844,1,1,1,1,1,1,1,1,1,1,1,0.364134100644844,1,1,1,1,1,1,1,1,1,0.364134100644844,0.364134100644844,0.364134100644844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364134100644844
Plekhm1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Itgb1bp1,1,1,1,1,1,1,1,0.105869615724328,0.105869615724328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105869615724328,0.105869615724328,1,1,1,1,1,1,0.355072735095997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105869615724328,0.105869615724328,0.853391639914291,1,1,1,1,1,1,0.853391639914291,1,1,1,1
Fancm,1,1,0.91429770563207,1,1,1,1,0.105869615724328,0.105869615724328,1,1,1,1,1,1,0.319605360657658,1,1,0.319605360657658,0.319605360657658,1,1,0.319605360657658,0.319605360657658,0.553181629644746,0.553181629644746,0.553181629644746,0.105869615724328,0.105869615724328,1,1,1,1,1,1,0.105869615724328,1,0.319605360657658,0.319605360657658,0.319605360657658,1,1,1,1,1,1,1,1,1,1,0.105869615724328,1,0.127389945197123,1,1,1,1,1,1,1,1,1,1,1,1
Ppp1r36,1,0.992563753072267,0.91429770563207,0.992563753072267,1,0.617126165728085,0.617126165728085,0.105869615724328,0.216239363877642,1,1,0.992563753072267,0.992563753072267,0.722053910652101,0.722053910652101,0.356811883404047,1,1,0.440651121228433,0.319605360657658,1,1,0.319605360657658,0.319605360657658,0.553181629644746,0.553181629644746,0.553181629644746,0.105869615724328,0.105869615724328,1,1,1,1,1,1,0.105869615724328,1,0.319605360657658,0.319605360657658,0.319605360657658,0.617126165728085,0.617126165728085,0.617126165728085,0.617126165728085,1,1,1,1,1,1,0.105869615724328,0.127389945197123,1,1,1,1,1,1,1,1,1,1,1,1,0.992563753072267
Vmn1r200,1,1,1,1,1,1,1,0.944927479445712,0.944927479445712,0.840896240467838,0.840896240467838,1,1,0.944927479445712,0.944927479445712,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.852182455182502,1,1,1,1,1,1,1,1,1,0.840896240467838,0.840896240467838,0.856054261061484,1,1,0.853391639914291,1,1,1,0.944927479445712,1,1,1,0.962943865813058,1,0.853391639914291,1,1,1,1
